project_id,ngo_id,project_name,project_status,primary_sector,secondary_sectors,location_country,location_state_primary,location_district_primary,is_remote_area,is_disaster_relief,start_date,end_date,duration_months,duration_days,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,ngo_age_years_at_start,number_of_operational_states,number_of_operational_districts,number_of_sectors,prior_projects_count,prior_max_beneficiaries
PRJ_NGO_00182_3,NGO_00182,Environment & Forests Initiative #3 (South Delhi),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Delhi,South Delhi,False,False,2023-02-01,2024-05-26,16,480,3276,9,6,6,Successfully completed primary community training and material deployment.,8,1,2,2,4,4469.0
PRJ_NGO_00182_2,NGO_00182,Environment & Forests Initiative #2 (South Delhi),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Delhi,South Delhi,False,False,2024-09-01,2025-12-25,16,480,940,13,5,5,Successfully completed primary community training and material deployment.,9,1,2,2,5,4469.0
PRJ_NGO_00182_1,NGO_00182,Environment & Forests Initiative #1 (South Delhi),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Delhi,South Delhi,False,False,2025-10-01,2026-10-26,13,390,3093,9,3,2,Successfully completed primary community training and material deployment.,10,1,2,2,6,4469.0
PRJ_NGO_00183_4,NGO_00183,Environment & Forests Initiative #4 (Chennai),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Tamil Nadu,Chennai,False,False,2022-10-01,2023-03-30,6,180,1123,13,4,4,Successfully completed primary community training and material deployment.,3,1,2,2,0,
PRJ_NGO_00183_3,NGO_00183,Environment & Forests Initiative #3 (Chennai),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Tamil Nadu,Chennai,False,False,2023-05-01,2025-01-20,21,630,314,10,3,3,Successfully completed primary community training and material deployment.,4,1,2,2,1,1123.0
PRJ_NGO_00183_2,NGO_00183,Environment & Forests Initiative #2 (Chennai),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Tamil Nadu,Chennai,False,False,2024-09-01,2026-05-24,21,630,3142,18,4,3,Successfully completed primary community training and material deployment.,5,1,2,2,2,1123.0
PRJ_NGO_00183_1,NGO_00183,Environment & Forests Initiative #1 (Chennai),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Tamil Nadu,Chennai,False,False,2025-01-01,2025-12-27,12,360,1906,20,3,3,Successfully completed primary community training and material deployment.,6,1,2,2,3,3142.0
PRJ_NGO_00184_2,NGO_00184,Nutrition & Food Security Initiative #2 (Surat),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Gujarat,Surat,False,True,2023-09-01,2024-04-28,8,240,251,16,5,4,Successfully completed primary community training and material deployment.,12,3,6,2,0,
PRJ_NGO_00184_1,NGO_00184,Nutrition & Food Security Initiative #1 (Surat),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Gujarat,Surat,False,True,2024-05-01,2025-08-24,16,480,3538,5,6,2,Successfully completed primary community training and material deployment.,13,3,6,2,1,251.0
PRJ_NGO_00186_3,NGO_00186,Healthcare & Medical Initiative #3 (Salem),Completed,Healthcare & Nutrition,[],India,Tamil Nadu,Salem,True,False,2022-03-01,2022-12-26,10,300,1577,4,4,3,Successfully completed primary community training and material deployment.,5,1,2,1,0,
PRJ_NGO_00186_2,NGO_00186,Healthcare & Medical Initiative #2 (Salem),Completed,Healthcare & Nutrition,[],India,Tamil Nadu,Salem,True,False,2023-01-01,2024-10-22,22,660,1160,9,6,4,Successfully completed primary community training and material deployment.,6,1,2,1,1,1577.0
PRJ_NGO_00186_1,NGO_00186,Healthcare & Medical Initiative #1 (Salem),Completed,Healthcare & Nutrition,[],India,Tamil Nadu,Salem,True,False,2024-04-01,2025-05-26,14,420,2403,18,6,4,Successfully completed primary community training and material deployment.,7,1,2,1,2,1577.0
PRJ_NGO_00188_1,NGO_00188,Water & Sanitation Initiative #1 (Ahmedabad),Ongoing,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Gujarat,Ahmedabad,False,False,2024-07-01,,10,300,4548,13,3,2,,1,2,5,2,0,
PRJ_NGO_00189_4,NGO_00189,Environment & Forests Initiative #4 (South Delhi),Completed,"Water, Sanitation & Environment",[],India,Delhi,South Delhi,False,False,2021-09-01,2023-03-25,19,570,4223,15,4,3,Successfully completed primary community training and material deployment.,0,1,3,1,0,
PRJ_NGO_00189_3,NGO_00189,Environment & Forests Initiative #3 (South Delhi),Completed,"Water, Sanitation & Environment",[],India,Delhi,South Delhi,False,False,2022-06-01,2024-02-21,21,630,2732,17,4,4,Successfully completed primary community training and material deployment.,1,1,3,1,1,4223.0
PRJ_NGO_00189_2,NGO_00189,Environment & Forests Initiative #2 (South Delhi),Completed,"Water, Sanitation & Environment",[],India,Delhi,South Delhi,False,False,2023-11-01,2025-01-24,15,450,406,5,3,3,Successfully completed primary community training and material deployment.,2,1,3,1,2,4223.0
PRJ_NGO_00189_1,NGO_00189,Environment & Forests Initiative #1 (South Delhi),Completed,"Water, Sanitation & Environment",[],India,Delhi,South Delhi,False,False,2024-12-01,2025-06-29,7,210,1655,6,6,5,Successfully completed primary community training and material deployment.,3,1,3,1,3,4223.0
PRJ_NGO_00190_4,NGO_00190,Women Empowerment Initiative #4 (Jodhpur),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition"", ""Education & Skill Development""]",India,Rajasthan,Jodhpur,False,False,2022-05-01,2022-11-27,7,210,1919,11,6,2,Successfully completed primary community training and material deployment.,0,1,2,3,0,
PRJ_NGO_00190_3,NGO_00190,Women Empowerment Initiative #3 (Jodhpur),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition"", ""Education & Skill Development""]",India,Rajasthan,Jodhpur,False,False,2022-12-01,2023-11-26,12,360,3859,19,3,2,Successfully completed primary community training and material deployment.,0,1,2,3,1,1919.0
PRJ_NGO_00190_2,NGO_00190,Women Empowerment Initiative #2 (Jodhpur),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition"", ""Education & Skill Development""]",India,Rajasthan,Jodhpur,False,False,2023-11-01,2025-08-22,22,660,633,3,4,3,Successfully completed primary community training and material deployment.,1,1,2,3,2,3859.0
PRJ_NGO_00190_1,NGO_00190,Women Empowerment Initiative #1 (Jodhpur),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition"", ""Education & Skill Development""]",India,Rajasthan,Jodhpur,False,False,2024-09-01,2026-03-25,19,570,2163,17,4,2,Successfully completed primary community training and material deployment.,2,1,2,3,3,3859.0
PRJ_NGO_00191_4,NGO_00191,Nutrition & Food Security Initiative #4 (Puri),Completed,Healthcare & Nutrition,[],India,Odisha,Puri,True,False,2022-05-01,2024-02-20,22,660,2005,2,3,3,Successfully completed primary community training and material deployment.,2,2,5,1,0,
PRJ_NGO_00191_3,NGO_00191,Nutrition & Food Security Initiative #3 (Puri),Completed,Healthcare & Nutrition,[],India,Odisha,Puri,True,False,2023-04-01,2023-12-27,9,270,4608,9,4,4,Successfully completed primary community training and material deployment.,3,2,5,1,1,2005.0
PRJ_NGO_00191_2,NGO_00191,Nutrition & Food Security Initiative #2 (Puri),Completed,Healthcare & Nutrition,[],India,Odisha,Puri,True,False,2024-01-01,2024-12-26,12,360,3181,3,5,3,Successfully completed primary community training and material deployment.,4,2,5,1,2,4608.0
PRJ_NGO_00191_1,NGO_00191,Nutrition & Food Security Initiative #1 (Puri),Ongoing,Healthcare & Nutrition,[],India,Odisha,Puri,True,False,2025-02-01,,19,570,1389,14,3,1,,5,2,5,1,3,4608.0
PRJ_NGO_00193_6,NGO_00193,Child Welfare Initiative #6 (Dharwad),Completed,Social Welfare & Community Development,[],India,Karnataka,Dharwad,False,False,2019-03-01,2020-01-25,11,330,4149,5,3,2,Successfully completed primary community training and material deployment.,3,1,3,1,0,
PRJ_NGO_00193_5,NGO_00193,Child Welfare Initiative #5 (Dharwad),Completed,Social Welfare & Community Development,[],India,Karnataka,Dharwad,False,False,2020-08-01,2021-07-27,12,360,1266,16,4,3,Successfully completed primary community training and material deployment.,4,1,3,1,1,4149.0
PRJ_NGO_00193_4,NGO_00193,Child Welfare Initiative #4 (Dharwad),Completed,Social Welfare & Community Development,[],India,Karnataka,Dharwad,False,False,2021-07-01,2022-02-26,8,240,426,9,5,3,Successfully completed primary community training and material deployment.,5,1,3,1,2,4149.0
PRJ_NGO_00193_3,NGO_00193,Child Welfare Initiative #3 (Dharwad),Completed,Social Welfare & Community Development,[],India,Karnataka,Dharwad,False,False,2022-12-01,2024-08-22,21,630,3995,17,5,4,Successfully completed primary community training and material deployment.,6,1,3,1,3,4149.0
PRJ_NGO_00193_2,NGO_00193,Child Welfare Initiative #2 (Dharwad),Completed,Social Welfare & Community Development,[],India,Karnataka,Dharwad,False,False,2023-07-01,2024-08-24,14,420,2774,8,5,5,Successfully completed primary community training and material deployment.,7,1,3,1,4,4149.0
PRJ_NGO_00193_1,NGO_00193,Child Welfare Initiative #1 (Dharwad),Completed,Social Welfare & Community Development,[],India,Karnataka,Dharwad,False,False,2024-08-01,2025-07-27,12,360,3625,4,5,5,Successfully completed primary community training and material deployment.,8,1,3,1,5,4149.0
PRJ_NGO_00195_5,NGO_00195,Education Initiative #5 (Jaipur),Completed,Education & Skill Development,"[""Water, Sanitation & Environment""]",India,Rajasthan,Jaipur,False,False,2020-03-01,2020-08-28,6,180,2204,13,3,2,Successfully completed primary community training and material deployment.,16,1,2,2,0,
PRJ_NGO_00195_4,NGO_00195,Education Initiative #4 (Jaipur),Completed,Education & Skill Development,"[""Water, Sanitation & Environment""]",India,Rajasthan,Jaipur,False,False,2021-01-01,2022-12-22,24,720,1620,7,5,3,Successfully completed primary community training and material deployment.,17,1,2,2,1,2204.0
PRJ_NGO_00195_3,NGO_00195,Education Initiative #3 (Jaipur),Completed,Education & Skill Development,"[""Water, Sanitation & Environment""]",India,Rajasthan,Jaipur,False,False,2022-06-01,2023-08-25,15,450,466,10,5,5,Successfully completed primary community training and material deployment.,18,1,2,2,2,2204.0
PRJ_NGO_00195_2,NGO_00195,Education Initiative #2 (Jaipur),Completed,Education & Skill Development,"[""Water, Sanitation & Environment""]",India,Rajasthan,Jaipur,False,False,2023-01-01,2023-09-28,9,270,1607,3,4,3,Successfully completed primary community training and material deployment.,19,1,2,2,3,2204.0
PRJ_NGO_00195_1,NGO_00195,Education Initiative #1 (Jaipur),Completed,Education & Skill Development,"[""Water, Sanitation & Environment""]",India,Rajasthan,Jaipur,False,False,2024-01-01,2025-07-24,19,570,3176,15,3,3,Successfully completed primary community training and material deployment.,20,1,2,2,4,2204.0
PRJ_NGO_00196_4,NGO_00196,Women Empowerment Initiative #4 (Chennai),Completed,Social Welfare & Community Development,[],India,Tamil Nadu,Chennai,False,False,2021-08-01,2023-01-23,18,540,1824,8,4,3,Successfully completed primary community training and material deployment.,0,1,4,1,0,
PRJ_NGO_00196_5,NGO_00196,Women Empowerment Initiative #5 (Chennai),Completed,Social Welfare & Community Development,[],India,Tamil Nadu,Chennai,False,False,2021-09-01,2023-03-25,19,570,980,13,3,3,Successfully completed primary community training and material deployment.,0,1,4,1,1,1824.0
PRJ_NGO_00196_3,NGO_00196,Women Empowerment Initiative #3 (Chennai),Completed,Social Welfare & Community Development,[],India,Tamil Nadu,Chennai,False,False,2022-10-01,2023-08-27,11,330,2678,19,6,5,Successfully completed primary community training and material deployment.,1,1,4,1,2,1824.0
PRJ_NGO_00196_2,NGO_00196,Women Empowerment Initiative #2 (Chennai),Completed,Social Welfare & Community Development,[],India,Tamil Nadu,Chennai,False,False,2023-02-01,2024-11-22,22,660,2135,10,5,5,Successfully completed primary community training and material deployment.,2,1,4,1,3,2678.0
PRJ_NGO_00196_1,NGO_00196,Women Empowerment Initiative #1 (Chennai),Completed,Social Welfare & Community Development,[],India,Tamil Nadu,Chennai,False,False,2024-05-01,2025-12-22,20,600,1239,13,5,3,Successfully completed primary community training and material deployment.,3,1,4,1,4,2678.0
PRJ_NGO_00197_7,NGO_00197,Skill Development & Livelihood Initiative #7 (Kozhikode),Completed,Education & Skill Development,[],India,Kerala,Kozhikode,False,False,2018-07-01,2019-03-28,9,270,649,17,6,3,Successfully completed primary community training and material deployment.,1,1,2,1,0,
PRJ_NGO_00197_6,NGO_00197,Skill Development & Livelihood Initiative #6 (Kozhikode),Completed,Education & Skill Development,[],India,Kerala,Kozhikode,False,False,2019-01-01,2020-10-22,22,660,3979,17,3,3,Successfully completed primary community training and material deployment.,2,1,2,1,1,649.0
PRJ_NGO_00197_5,NGO_00197,Skill Development & Livelihood Initiative #5 (Kozhikode),Completed,Education & Skill Development,[],India,Kerala,Kozhikode,False,False,2020-02-01,2020-09-28,8,240,2020,14,3,2,Successfully completed primary community training and material deployment.,3,1,2,1,2,3979.0
PRJ_NGO_00197_4,NGO_00197,Skill Development & Livelihood Initiative #4 (Kozhikode),Completed,Education & Skill Development,[],India,Kerala,Kozhikode,False,False,2021-06-01,2022-05-27,12,360,1655,6,4,4,Successfully completed primary community training and material deployment.,4,1,2,1,3,3979.0
PRJ_NGO_00197_3,NGO_00197,Skill Development & Livelihood Initiative #3 (Kozhikode),Completed,Education & Skill Development,[],India,Kerala,Kozhikode,False,False,2022-01-01,2023-01-26,13,390,813,3,3,3,Successfully completed primary community training and material deployment.,5,1,2,1,4,3979.0
PRJ_NGO_00197_2,NGO_00197,Skill Development & Livelihood Initiative #2 (Kozhikode),Completed,Education & Skill Development,[],India,Kerala,Kozhikode,False,False,2023-06-01,2024-12-22,19,570,1716,4,6,4,Successfully completed primary community training and material deployment.,6,1,2,1,5,3979.0
PRJ_NGO_00197_1,NGO_00197,Skill Development & Livelihood Initiative #1 (Kozhikode),Completed,Education & Skill Development,[],India,Kerala,Kozhikode,False,False,2024-03-01,2025-09-22,19,570,202,10,5,2,Successfully completed primary community training and material deployment.,7,1,2,1,6,3979.0
PRJ_NGO_00198_1,NGO_00198,Nutrition & Food Security Initiative #1 (Chennai),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Tamil Nadu,Chennai,False,True,2024-05-01,2025-06-25,14,420,4264,7,4,4,Successfully completed primary community training and material deployment.,1,1,2,2,0,
PRJ_NGO_00199_6,NGO_00199,Women Empowerment Initiative #6 (Rajkot),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Gujarat,Rajkot,True,False,2021-03-01,2022-01-25,11,330,3561,17,5,2,Successfully completed primary community training and material deployment.,0,1,4,2,0,
PRJ_NGO_00199_4,NGO_00199,Women Empowerment Initiative #4 (Rajkot),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Gujarat,Rajkot,True,False,2021-07-01,2023-06-21,24,720,2212,8,3,3,Successfully completed primary community training and material deployment.,0,1,4,2,1,3561.0
PRJ_NGO_00199_5,NGO_00199,Women Empowerment Initiative #5 (Rajkot),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Gujarat,Rajkot,True,False,2021-08-01,2022-07-27,12,360,3514,17,3,3,Successfully completed primary community training and material deployment.,0,1,4,2,2,3561.0
PRJ_NGO_00199_7,NGO_00199,Women Empowerment Initiative #7 (Rajkot),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Gujarat,Rajkot,True,False,2021-09-01,2023-04-24,20,600,4353,15,5,3,Successfully completed primary community training and material deployment.,0,1,4,2,3,3561.0
PRJ_NGO_00199_3,NGO_00199,Women Empowerment Initiative #3 (Rajkot),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Gujarat,Rajkot,True,False,2022-07-01,2023-01-27,7,210,499,9,4,4,Successfully completed primary community training and material deployment.,1,1,4,2,4,4353.0
PRJ_NGO_00199_2,NGO_00199,Women Empowerment Initiative #2 (Rajkot),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Gujarat,Rajkot,True,False,2023-09-01,2025-02-22,18,540,2576,9,5,5,Successfully completed primary community training and material deployment.,2,1,4,2,5,4353.0
PRJ_NGO_00199_1,NGO_00199,Women Empowerment Initiative #1 (Rajkot),Ongoing,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Gujarat,Rajkot,True,False,2024-02-01,,6,180,2723,12,3,3,,3,1,4,2,6,4353.0
PRJ_NGO_00200_6,NGO_00200,Skill Development & Livelihood Initiative #6 (Thrissur),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Kerala,Thrissur,True,False,2021-01-01,2022-06-25,18,540,2420,9,3,3,Successfully completed primary community training and material deployment.,0,3,8,2,0,
