project_id,ngo_id,project_name,project_status,project_description,primary_sector,secondary_sectors,funder_name,location_states,location_districts,start_date,end_date,duration_months,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,partnerships_reported,source_url,source_type,verification_status
PRJ_NGO_00168_4,NGO_00168,Healthcare & Medical Initiative #4 (Thane),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development"", ""Child Welfare""]",District Development Fund,"[""Maharashtra""]","[""Thane""]",2021-10-01,2023-02-23,17,2122,6,4,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00168_4,Annual Report,Self-reported
PRJ_NGO_00168_5,NGO_00168,Healthcare & Medical Initiative #5 (Thane),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development"", ""Child Welfare""]",,"[""Maharashtra""]","[""Thane""]",2020-08-01,2021-08-26,13,1757,18,4,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00168_5,Annual Report,Self-reported
PRJ_NGO_00168_6,NGO_00168,Healthcare & Medical Initiative #6 (Thane),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development"", ""Child Welfare""]",Public Donations,"[""Maharashtra""]","[""Thane""]",2019-08-01,2020-08-25,13,2047,6,4,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00168_6,Annual Report,Self-reported
PRJ_NGO_00169_1,NGO_00169,Skill Development & Livelihood Initiative #1 (Kota),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Nutrition & Food Security"", ""Disaster Relief & Rehabilitation""]",Public Donations,"[""Rajasthan""]","[""Kota""]",2024-08-01,2025-02-27,7,2808,10,3,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00169_1,Annual Report,Self-reported
PRJ_NGO_00169_2,NGO_00169,Skill Development & Livelihood Initiative #2 (Kota),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Nutrition & Food Security"", ""Disaster Relief & Rehabilitation""]",Public Donations,"[""Rajasthan""]","[""Kota""]",2023-11-01,2024-06-28,8,908,15,5,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00169_2,Annual Report,Self-reported
PRJ_NGO_00169_3,NGO_00169,Skill Development & Livelihood Initiative #3 (Kota),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Nutrition & Food Security"", ""Disaster Relief & Rehabilitation""]",Public Donations,"[""Rajasthan""]","[""Kota""]",2022-11-01,2024-02-24,16,3708,10,3,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00169_3,Annual Report,Self-reported
PRJ_NGO_00169_4,NGO_00169,Skill Development & Livelihood Initiative #4 (Kota),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Nutrition & Food Security"", ""Disaster Relief & Rehabilitation""]",State Grant,"[""Rajasthan""]","[""Kota""]",2021-02-01,2023-01-22,24,1932,20,5,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00169_4,Annual Report,Self-reported
PRJ_NGO_00170_1,NGO_00170,Child Welfare Initiative #1 (Jaipur),Ongoing,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Healthcare & Medical""]",District Development Fund,"[""Rajasthan""]","[""Jaipur""]",2024-01-01,,6,3647,19,6,2,,[],https://eleos.org/projects/PRJ_NGO_00170_1,Annual Report,Self-reported
PRJ_NGO_00170_2,NGO_00170,Child Welfare Initiative #2 (Jaipur),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Healthcare & Medical""]",State Grant,"[""Rajasthan""]","[""Jaipur""]",2023-09-01,2025-03-24,19,3484,11,6,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00170_2,Annual Report,Self-reported
PRJ_NGO_00170_3,NGO_00170,Child Welfare Initiative #3 (Jaipur),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Healthcare & Medical""]",State Grant,"[""Rajasthan""]","[""Jaipur""]",2022-05-01,2022-12-27,8,1849,14,5,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00170_3,Annual Report,Self-reported
PRJ_NGO_00170_4,NGO_00170,Child Welfare Initiative #4 (Jaipur),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Healthcare & Medical""]",Public Donations,"[""Rajasthan""]","[""Jaipur""]",2021-01-01,2022-02-25,14,470,2,6,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00170_4,Annual Report,Self-reported
PRJ_NGO_00170_5,NGO_00170,Child Welfare Initiative #5 (Jaipur),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Healthcare & Medical""]",State Grant,"[""Rajasthan""]","[""Jaipur""]",2020-12-01,2021-12-26,13,1831,3,6,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00170_5,Annual Report,Self-reported
PRJ_NGO_00171_1,NGO_00171,Rural Development Initiative #1 (Jaipur),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,[],Public Donations,"[""Rajasthan""]","[""Jaipur""]",2024-07-01,2025-11-23,17,4071,20,4,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00171_1,Annual Report,Self-reported
PRJ_NGO_00171_2,NGO_00171,Rural Development Initiative #2 (Jaipur),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,[],Public Donations,"[""Rajasthan""]","[""Jaipur""]",2023-01-01,2023-07-30,7,2478,20,6,4,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00171_2,Annual Report,Self-reported
PRJ_NGO_00171_3,NGO_00171,Rural Development Initiative #3 (Jaipur),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,[],,"[""Rajasthan""]","[""Jaipur""]",2022-02-01,2022-11-28,10,2030,20,3,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00171_3,Annual Report,Self-reported
PRJ_NGO_00171_4,NGO_00171,Rural Development Initiative #4 (Jaipur),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,[],CSR India Grant,"[""Rajasthan""]","[""Jaipur""]",2021-12-01,2023-04-25,17,1317,5,4,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00171_4,Annual Report,Self-reported
PRJ_NGO_00172_1,NGO_00172,Water & Sanitation Initiative #1 (Puri),Ongoing,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,[],CSR India Grant,"[""Odisha""]","[""Puri""]",2024-01-01,,13,1997,8,5,2,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00172_1,Annual Report,Self-reported
PRJ_NGO_00172_2,NGO_00172,Water & Sanitation Initiative #2 (Puri),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,[],State Grant,"[""Odisha""]","[""Puri""]",2023-02-01,2023-10-29,9,3937,13,3,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00172_2,Annual Report,Self-reported
PRJ_NGO_00173_1,NGO_00173,Nutrition & Food Security Initiative #1 (Sundargarh),Ongoing,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Disaster Relief & Rehabilitation"", ""Environment & Forests""]",CSR India Grant,"[""Odisha""]","[""Sundargarh""]",2024-02-01,,20,4170,11,3,3,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00173_1,Annual Report,Self-reported
PRJ_NGO_00173_2,NGO_00173,Nutrition & Food Security Initiative #2 (Sundargarh),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Disaster Relief & Rehabilitation"", ""Environment & Forests""]",Public Donations,"[""Odisha""]","[""Sundargarh""]",2023-10-01,2024-07-27,10,1048,20,5,4,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00173_2,Annual Report,Self-reported
PRJ_NGO_00173_3,NGO_00173,Nutrition & Food Security Initiative #3 (Sundargarh),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Disaster Relief & Rehabilitation"", ""Environment & Forests""]",State Grant,"[""Odisha""]","[""Sundargarh""]",2022-06-01,2023-02-26,9,1035,7,4,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00173_3,Annual Report,Self-reported
PRJ_NGO_00173_4,NGO_00173,Nutrition & Food Security Initiative #4 (Sundargarh),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Disaster Relief & Rehabilitation"", ""Environment & Forests""]",District Development Fund,"[""Odisha""]","[""Sundargarh""]",2022-07-01,2023-08-25,14,2004,19,6,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00173_4,Annual Report,Self-reported
PRJ_NGO_00173_5,NGO_00173,Nutrition & Food Security Initiative #5 (Sundargarh),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Disaster Relief & Rehabilitation"", ""Environment & Forests""]",District Development Fund,"[""Odisha""]","[""Sundargarh""]",2022-06-01,2023-08-25,15,1382,5,6,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00173_5,Annual Report,Self-reported
PRJ_NGO_00173_6,NGO_00173,Nutrition & Food Security Initiative #6 (Sundargarh),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Disaster Relief & Rehabilitation"", ""Environment & Forests""]",,"[""Odisha""]","[""Sundargarh""]",2022-06-01,2023-07-26,14,3333,8,4,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00173_6,Annual Report,Self-reported
PRJ_NGO_00174_1,NGO_00174,Rural Development Initiative #1 (North 24 Parganas),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,"[""Education""]",District Development Fund,"[""West Bengal""]","[""North 24 Parganas""]",2024-02-01,2024-09-28,8,1443,5,4,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00174_1,Annual Report,Self-reported
PRJ_NGO_00174_2,NGO_00174,Rural Development Initiative #2 (North 24 Parganas),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,"[""Education""]",CSR India Grant,"[""West Bengal""]","[""North 24 Parganas""]",2023-05-01,2025-02-19,22,3251,19,4,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00174_2,Annual Report,Self-reported
PRJ_NGO_00174_3,NGO_00174,Rural Development Initiative #3 (North 24 Parganas),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,"[""Education""]",State Grant,"[""West Bengal""]","[""North 24 Parganas""]",2022-09-01,2024-05-23,21,2640,2,3,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00174_3,Annual Report,Self-reported
PRJ_NGO_00174_4,NGO_00174,Rural Development Initiative #4 (North 24 Parganas),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,"[""Education""]",,"[""West Bengal""]","[""North 24 Parganas""]",2021-06-01,2022-07-26,14,4601,3,6,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00174_4,Annual Report,Self-reported
PRJ_NGO_00174_5,NGO_00174,Rural Development Initiative #5 (North 24 Parganas),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,"[""Education""]",CSR India Grant,"[""West Bengal""]","[""North 24 Parganas""]",2020-03-01,2020-08-28,6,3380,7,6,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00174_5,Annual Report,Self-reported
PRJ_NGO_00174_6,NGO_00174,Rural Development Initiative #6 (North 24 Parganas),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,"[""Education""]",Public Donations,"[""West Bengal""]","[""North 24 Parganas""]",2019-08-01,2020-08-25,13,4466,12,6,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00174_6,Annual Report,Self-reported
PRJ_NGO_00174_7,NGO_00174,Rural Development Initiative #7 (North 24 Parganas),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,"[""Education""]",CSR India Grant,"[""West Bengal""]","[""North 24 Parganas""]",2018-07-01,2019-09-24,15,3766,6,4,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00174_7,Annual Report,Self-reported
